IdHotel,NombreHotel,Direccion,NumeroTelefono,CorreoElectronico,SitioWeb,Descripcion,ClasificacionEstrellas,Provincia,Ciudad,Ubicacion,CostoNoche
962,Hotel VV,166,706-189-5098,gbrosemanq5@independent.co.uk,www\.1+\.com,Charming countryside inn,4,Puntarenas,Tamarindo,ciudad,493.00
963,Hotel NN,19,497-891-6080,aknillq6@jalbum.net,www\.y+\.com,Charming countryside inn,5,Alajuela,Tamarindo,ciudad,903.00
964,Hotel EEE,2558,223-978-3333,agrimaq7@huffingtonpost.com,www\.x+\.com,Historic downtown hotel,4,Cartago,La Fortuna,montana,430.00
965,Hotel XXX,76,635-524-1717,gdreweq8@godaddy.com,www\.X+\.com,Charming countryside inn,3,Puntarenas,Bella Vista,montana,483.00
966,Hotel LLL,51842,405-756-2354,vmckeatingq9@i2i.jp,www\.w+\.com,Luxurious beachfront resort,4,Puntarenas,Tamarindo,playa,707.00
967,Hotel NNN,91,538-936-8078,orockhallqa@msu.edu,www\.V+\.com,Modern city center hotel,4,Alajuela,La Fortuna,montana,515.00
968,Hotel F,464,839-223-3725,htoderbruggeqb@alibaba.com,www\.5+\.com,Charming countryside inn,2,Guanacaste,Tamarindo,playa,184.00
969,Hotel NN,2,924-914-5686,mstrotonqc@imdb.com,www\.m+\.com,Luxurious beachfront resort,5,Limon,Manuel Antonio,montana,478.00
970,Hotel MM,30,823-716-7322,rduntonqd@biblegateway.com,www\.x+\.com,Charming countryside inn,2,Limon,Liberia,playa,523.00
971,Hotel LLL,77277,792-500-4576,ihaswallqe@yahoo.com,www\.8+\.com,Modern city center hotel,5,Heredia,Bella Vista,montana,580.00
972,Hotel C,67,728-276-3839,gfollettqf@taobao.com,www\.b+\.com,Modern city center hotel,5,Guanacaste,Bella Vista,playa,926.00
973,Hotel KK,0,685-435-7825,nfellneeqg@jigsy.com,www\.d+\.com,Modern city center hotel,1,Limon,Tamarindo,montana,938.00
974,Hotel DDD,9,757-908-4457,rwanstallqh@google.pl,www\.u+\.com,Historic downtown hotel,1,San Jose,Manuel Antonio,playa,483.00
975,Hotel UU,178,217-869-0071,ktrewinnardqi@usnews.com,www\.v+\.com,Cozy boutique hotel,1,Limon,La Fortuna,playa,756.00
976,Hotel G,120,290-191-1298,brettieqj@i2i.jp,www\.k+\.com,Charming countryside inn,1,Guanacaste,La Fortuna,playa,179.00
977,Hotel Q,033,213-270-9568,sparsandqk@omniture.com,www\.X+\.com,Historic downtown hotel,5,Limon,Manuel Antonio,montana,427.00
978,Hotel P,74484,910-394-2503,nahrendql@about.com,www\.o+\.com,Modern city center hotel,3,Cartago,La Fortuna,montana,823.00
979,Hotel KKK,79,580-956-0596,drooseqm@aboutads.info,www\.i+\.com,Historic downtown hotel,2,Alajuela,Bella Vista,montana,740.00
980,Hotel B,3,837-974-7030,abascombeqn@arstechnica.com,www\.0+\.com,Luxurious beachfront resort,2,Alajuela,Tamarindo,montana,967.00
981,Hotel Y,32,166-968-9950,rmarusikqo@reverbnation.com,www\.r+\.com,Luxurious beachfront resort,4,Guanacaste,Manuel Antonio,montana,664.00
982,Hotel GGG,8749,764-764-8351,tbauduccioqp@washington.edu,www\.B+\.com,Modern city center hotel,3,San Jose,Manuel Antonio,montana,948.00
983,Hotel JJJ,83,324-985-8813,hjoinseyqq@ted.com,www\.1+\.com,Luxurious beachfront resort,4,Puntarenas,La Fortuna,playa,729.00
984,Hotel RRR,28712,561-125-9547,lmcneillieqr@ucsd.edu,www\.Z+\.com,Luxurious beachfront resort,2,Cartago,Manuel Antonio,montana,154.00
985,Hotel J,41977,578-663-3127,cbradborneqs@patch.com,www\.l+\.com,Historic downtown hotel,3,Alajuela,Bella Vista,playa,561.00
986,Hotel CC,101,155-120-4699,oabrahamiqt@sina.com.cn,www\.8+\.com,Luxurious beachfront resort,5,Cartago,Bella Vista,montana,392.00
987,Hotel GG,2,321-633-5792,shealingsqu@usnews.com,www\.g+\.com,Historic downtown hotel,5,Limon,Manuel Antonio,playa,344.00
988,Hotel H,57066,796-702-1769,cschoenrockqv@exblog.jp,www\.i+\.com,Charming countryside inn,2,Heredia,La Fortuna,playa,690.00
989,Hotel III,7191,684-665-1320,dlambollqw@webeden.co.uk,www\.6+\.com,Historic downtown hotel,3,Heredia,Tamarindo,montana,394.00
990,Hotel WWW,6,357-757-3467,winglesonqx@mit.edu,www\.8+\.com,Luxurious beachfront resort,5,Puntarenas,Liberia,playa,241.00
991,Hotel XXX,50,360-829-0770,jfosterqy@feedburner.com,www\.c+\.com,Historic downtown hotel,2,Heredia,Tamarindo,playa,375.00
992,Hotel X,59,661-585-4968,pfochqz@stumbleupon.com,www\.E+\.com,Cozy boutique hotel,0,San Jose,La Fortuna,montana,306.00
993,Hotel RR,281,741-246-8502,rrosthornr0@rediff.com,www\.T+\.com,Modern city center hotel,5,Alajuela,Tamarindo,montana,736.00
994,Hotel A,23482,708-304-8392,cmcmillanr1@dagondesign.com,www\.I+\.com,Modern city center hotel,5,Heredia,Manuel Antonio,montana,686.00
995,Hotel LLL,866,259-939-8078,vbreakwellr2@nifty.com,www\.k+\.com,Luxurious beachfront resort,1,Heredia,La Fortuna,playa,307.00
996,Hotel DD,74477,207-230-1788,sronchkar3@who.int,www\.N+\.com,Luxurious beachfront resort,4,Cartago,Manuel Antonio,montana,186.00
997,Hotel D,870,884-529-7448,swaslingr4@zdnet.com,www\.S+\.com,Cozy boutique hotel,3,Alajuela,La Fortuna,playa,514.00
998,Hotel XX,65261,320-963-4790,bcannonr5@huffingtonpost.com,www\.b+\.com,Modern city center hotel,2,San Jose,Liberia,playa,389.00
999,Hotel JJ,63368,608-385-4777,nmcgeraghtyr6@scientificamerican.com,www\.w+\.com,Charming countryside inn,4,Limon,Tamarindo,playa,836.00
1000,Hotel GG,7,398-236-8360,lyeardsleyr7@rambler.ru,www\.U+\.com,Modern city center hotel,3,Limon,Manuel Antonio,playa,484.00
1001,Hotel NN,69870,781-743-0259,bgrimsdaler8@cam.ac.uk,www\.D+\.com,Modern city center hotel,3,Cartago,Bella Vista,playa,994.00
1002,Hotel L,87775,218-917-1194,asteptor9@list-manage.com,www\.l+\.com,Modern city center hotel,5,Heredia,La Fortuna,playa,446.00
1003,Hotel OOO,427,363-907-8202,blangshawra@bing.com,www\.8+\.com,Cozy boutique hotel,1,Heredia,La Fortuna,montana,574.00
1004,Hotel T,4,215-718-3059,ctreagustrb@home.pl,www\.6+\.com,Luxurious beachfront resort,4,Puntarenas,Bella Vista,montana,190.00
1005,Hotel W,4936,716-880-8941,ghelstriprc@biblegateway.com,www\.1+\.com,Cozy boutique hotel,1,Heredia,Manuel Antonio,montana,859.00
1006,Hotel ZZ,2,757-925-8370,ogrovesrd@cbsnews.com,www\.6+\.com,Luxurious beachfront resort,3,Limon,Manuel Antonio,montana,210.00
1007,Hotel NNN,2,315-253-0082,cfarfolomeevre@cisco.com,www\.6+\.com,Luxurious beachfront resort,1,Guanacaste,Tamarindo,playa,791.00
1008,Hotel JJJ,46385,199-680-5551,ballsoprf@europa.eu,www\.6+\.com,Luxurious beachfront resort,4,Guanacaste,Tamarindo,playa,294.00
1009,Hotel A,992,944-994-5673,landersrg@moonfruit.com,www\.k+\.com,Cozy boutique hotel,1,Puntarenas,Manuel Antonio,montana,411.00
1010,Hotel BB,78608,646-651-7389,fklynerrh@creativecommons.org,www\.N+\.com,Charming countryside inn,5,Heredia,Tamarindo,montana,354.00
1011,Hotel F,21303,853-911-4756,muphillri@studiopress.com,www\.Z+\.com,Cozy boutique hotel,1,San Jose,Liberia,playa,988.00
1012,Hotel W,517,466-347-3339,ghartleyrj@scribd.com,www\.R+\.com,Modern city center hotel,4,Alajuela,Liberia,montana,636.00
1013,Hotel NNN,10972,104-782-5616,dcherrettrk@aboutads.info,www\.P+\.com,Charming countryside inn,3,Guanacaste,Liberia,montana,456.00
1014,Hotel K,8,661-344-6397,hifillrl@comsenz.com,www\.S+\.com,Luxurious beachfront resort,2,Limon,Bella Vista,montana,506.00
1015,Hotel HHH,7,736-235-0279,ghickeringillrm@omniture.com,www\.H+\.com,Cozy boutique hotel,1,Guanacaste,La Fortuna,playa,659.00
1016,Hotel FFF,4,227-110-3657,lbernaldorn@prnewswire.com,www\.2+\.com,Modern city center hotel,2,Puntarenas,Tamarindo,playa,114.00
1017,Hotel EEE,05,297-191-8075,bboundeyro@shop-pro.jp,www\.N+\.com,Charming countryside inn,2,Limon,Manuel Antonio,montana,651.00
1018,Hotel VV,526,,vsimkinsrp@who.int,www\.5+\.com,Historic downtown hotel,4,San Jose,Liberia,montana,630.00
1019,Hotel SSS,2,428-507-1960,jeccleshallrq@google.it,www\.0+\.com,Historic downtown hotel,1,Guanacaste,La Fortuna,montana,480.00
1020,Hotel RR,1,886-599-8432,gcreightonrr@shop-pro.jp,www\.g+\.com,Luxurious beachfront resort,3,Limon,Manuel Antonio,montana,848.00
